"","GOMFID","Pvalue","OddsRatio","ExpCount","Count","Size","Term"
"1","GO:0005198",0.00604292487226435,0,4.90743550834598,0,154,"structural molecule activity"
"2","GO:0005515",0.00916442938768803,0.517589017589018,25.2382397572079,15,792,"protein binding"
"3","GO:0003735",0.0155872797606062,0,4.01517450682853,0,126,"structural constituent of ribosome"
"4","GO:0016818",0.018444520038517,0,3.85584218512898,0,121,"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides"
"5","GO:0016462",0.0225646910013499,0,3.66464339908953,0,115,"pyrophosphatase activity"
"6","GO:0003723",0.0241994369181302,0.171882111970869,5.41729893778452,1,170,"RNA binding"
"7","GO:0017111",0.0266851421873068,0,3.50531107738998,0,110,"nucleoside-triphosphatase activity"
"8","GO:0019001",0.0337326617623362,0,3.28224582701062,0,103,"guanyl nucleotide binding"
"9","GO:0032561",0.0348796596525711,0,3.25037936267071,0,102,"guanyl ribonucleotide binding"
"10","GO:0005525",0.0348796596525711,0,3.25037936267071,0,102,"GTP binding"
