"","GOCCID","Pvalue","OddsRatio","ExpCount","Count","Size","Term"
"1","GO:0043228",6.59053585229269e-09,5.46567717996289,11.1806098514464,30,275,"non-membrane-bounded organelle"
"2","GO:0043232",6.59053585229269e-09,5.46567717996289,11.1806098514464,30,275,"intracellular non-membrane-bounded organelle"
"3","GO:0000786",2.29821182523141e-08,159.913043478261,0.284597341673182,6,7,"nucleosome"
"4","GO:0044815",2.58965797843234e-07,53.2173913043478,0.36591086786552,6,9,"DNA packaging complex"
"5","GO:0005840",2.96261870374031e-07,5.77727013135351,4.91946833463643,18,121,"ribosome"
"6","GO:0032993",6.27361381107222e-07,39.8804347826087,0.406567630961689,6,10,"protein-DNA complex"
"7","GO:0000785",2.96640231274578e-05,14.4189723320158,0.691164972634871,6,17,"chromatin"
"8","GO:0044391",9.55586643620832e-05,8.52020202020202,1.1790461297889,7,29,"ribosomal subunit"
"9","GO:0005622",0.00213307802827721,2.9041095890411,34.436278342455,44,847,"intracellular anatomical structure"
"10","GO:0005730",0.00238146638175868,9.21212121212121,0.609851446442533,4,15,"nucleolus"
"11","GO:0015934",0.00390793243768451,7.78205128205128,0.691164972634871,4,17,"large ribosomal subunit"
"12","GO:0043229",0.00967783336995025,2.06891580161476,26.3049257232213,35,647,"intracellular organelle"
"13","GO:1990904",0.0103594748021431,3.05138339920949,3.130570758405,8,77,"ribonucleoprotein complex"
"14","GO:0015935",0.0107596121533381,8.28571428571429,0.487881157154027,3,12,"small ribosomal subunit"
"15","GO:0043226",0.0160184224781991,1.95735527915459,26.9960906958561,35,664,"organelle"
"16","GO:0110165",0.0323911974216981,Inf,48.7474589523065,52,1199,"cellular anatomical entity"
"17","GO:0005694",0.0334819039266473,2.77944664031621,2.4800625488663,6,61,"chromosome"
"18","GO:0000015",0.0406567630961693,Inf,0.0406567630961689,1,1,"phosphopyruvate hydratase complex"
