"","GOCCID","Pvalue","OddsRatio","ExpCount","Count","Size","Term"
"1","GO:0000786",1.89363942115375e-07,107.910447761194,0.399530883502737,6,7,"nucleosome"
"2","GO:0043228",7.45902489945394e-07,3.49079689328652,15.6958561376075,34,275,"non-membrane-bounded organelle"
"3","GO:0043232",7.45902489945394e-07,3.49079689328652,15.6958561376075,34,275,"intracellular non-membrane-bounded organelle"
"4","GO:0044815",2.07205604870363e-06,35.910447761194,0.513682564503518,6,9,"DNA packaging complex"
"5","GO:0032993",4.94666910397863e-06,26.910447761194,0.570758405003909,6,10,"protein-DNA complex"
"6","GO:0005840",6.78500550453711e-05,3.50467784642542,6.9061767005473,18,121,"ribosome"
"7","GO:0000785",0.00021119325638271,9.72862957937585,0.970289288506646,6,17,"chromatin"
"8","GO:0044391",0.000838412269697927,5.70798898071625,1.65519937451134,7,29,"ribosomal subunit"
"9","GO:0005730",0.00825431559616822,6.29776021080369,0.856137607505864,4,15,"nucleolus"
"10","GO:0015934",0.0131916703933833,5.31995540691193,0.970289288506646,4,17,"large ribosomal subunit"
"11","GO:0015935",0.0270447265993001,5.7,0.684910086004691,3,12,"small ribosomal subunit"
"12","GO:0110165",0.0480175577309099,5.04702750665484,68.4339327599687,72,1199,"cellular anatomical entity"
