,GOCCID,Pvalue,OddsRatio,ExpCount,Count,Size,Term
1,GO:0055029,2.01706010873863e-06,10.573275862069,2.31743549648163,11,19,nuclear DNA-directed RNA polymerase complex
2,GO:0030880,4.01307071134984e-06,9.39003831417624,2.43940578577013,11,20,RNA polymerase complex
3,GO:0005654,1.31640136666425e-05,4.45587529976019,5.73260359655981,17,47,nucleoplasm
4,GO:0070013,2.23578690586151e-05,3.05507246376812,11.5871774824081,26,95,intracellular organelle lumen
5,GO:0043233,2.23578690586151e-05,3.05507246376812,11.5871774824081,26,95,organelle lumen
6,GO:0061695,3.55268226067237e-05,5.2822966507177,3.90304925723221,13,32,"transferase complex, transferring phosphorus-containing groups"
7,GO:0016591,0.000125184330903302,8.61776061776062,1.8295543393276,8,15,"RNA polymerase II, holoenzyme"
8,GO:1902493,0.000581148147511581,5.2276295133438,2.68334636434715,9,22,acetyltransferase complex
9,GO:0031248,0.000581148147511581,5.2276295133438,2.68334636434715,9,22,protein acetyltransferase complex
10,GO:0000123,0.00142557831540127,5.0045045045045,2.43940578577013,8,20,histone acetyltransferase complex
11,GO:0005669,0.00178395839556757,Inf,0.36591086786552,3,3,transcription factor TFIID complex
12,GO:0005730,0.00584483874507906,4.95111111111111,1.8295543393276,6,15,nucleolus
13,GO:0005666,0.00649411187101206,22,0.487881157154027,3,4,RNA polymerase III complex
14,GO:0043189,0.0100520374374674,7.36184210526316,0.975762314308053,4,8,H4/H2A histone acetyltransferase complex
15,GO:0005665,0.0147929537086999,Inf,0.243940578577013,2,2,"RNA polymerase II, core complex"
16,GO:0070461,0.016395102439022,5.88421052631579,1.09773260359656,4,9,SAGA-type complex
17,GO:1902562,0.016395102439022,5.88421052631579,1.09773260359656,4,9,H4 histone acetyltransferase complex
18,GO:0043656,0.0241337205951059,2.48526077097506,4.39093041438624,9,36,host intracellular region
19,GO:0043657,0.0241337205951059,2.48526077097506,4.39093041438624,9,36,host cell
20,GO:0033643,0.0241337205951059,2.48526077097506,4.39093041438624,9,36,host cell part
21,GO:0033647,0.0241337205951059,2.48526077097506,4.39093041438624,9,36,host intracellular organelle
22,GO:0033648,0.0241337205951059,2.48526077097506,4.39093041438624,9,36,host intracellular membrane-bounded organelle
23,GO:0042025,0.0241337205951059,2.48526077097506,4.39093041438624,9,36,host cell nucleus
24,GO:0035267,0.026941156766592,7.3202614379085,0.73182173573104,3,6,NuA4 histone acetyltransferase complex
