"","GOMFID","Pvalue","OddsRatio","ExpCount","Count","Size","Term"
"1","GO:0003676",1.47796222413474e-09,0.229116698903933,42.26425919676,12,507,"nucleic acid binding"
"2","GO:0003723",1.16532714526509e-05,0.0662575734037595,13.1711103611205,1,158,"RNA binding"
"3","GO:0003735",8.25898188159974e-05,0,8.83631454606817,0,106,"structural constituent of ribosome"
"4","GO:0005198",0.000105963218936711,0.0802147334450444,11.0037124535943,1,132,"structural molecule activity"
"5","GO:0140098",0.000712926400334341,0.0981632038542608,9.0863989200135,1,109,"catalytic activity, acting on RNA"
"6","GO:0140101",0.00327132503646846,0,5.41849476881539,0,65,"catalytic activity, acting on a tRNA"
"7","GO:0016874",0.00330584343976112,0.119987211108066,7.50253121835977,1,90,"ligase activity"
"8","GO:0003677",0.010934595182177,0.397717842323651,13.8380020249747,6,166,"DNA binding"
"9","GO:0016875",0.0251611596462592,0,3.50118123523456,0,42,"ligase activity, forming carbon-oxygen bonds"
"10","GO:0004812",0.0251611596462592,0,3.50118123523456,0,42,"aminoacyl-tRNA ligase activity"
"11","GO:1901363",0.0342598927340526,0.765066977285964,90.6139048261897,77,1087,"heterocyclic compound binding"
"12","GO:0097159",0.0342598927340526,0.765066977285964,90.6139048261897,77,1087,"organic cyclic compound binding"
