"","gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"1","HMI56_000041-T1",244.369177103245,0.100141232092075,0.216639361899253,16.4535338428237,0.000267399457682487,0.00552514129436438
"2","HMI56_000057-T1",1221.18272835158,-0.0947173642945836,0.176600131662061,55.0380601473435,1.11850284133897e-12,2.64126456676188e-10
"3","HMI56_000061-T1",32.9568439283981,1.49123416164381,0.570670635769378,18.3143973079143,0.000105457908738895,0.00252640468326656
"4","HMI56_000098-T1",110.984858253648,-0.107438304066344,0.298951112693494,16.9112063755282,0.000212705242692933,0.00456625670352491
"5","HMI56_000106-T1",1578.87873396935,-0.280276078681563,0.172897321286743,44.5158712506489,2.15526848890886e-10,3.09796418449248e-08
"6","HMI56_000115-T1",88.8037256744996,0.0776031939395345,0.343720599314114,41.9684984791865,7.70293704345623e-10,9.79458071756396e-08
"7","HMI56_000116-T1",106.448031654182,-0.0193231597681843,0.31160326194707,30.8719592687842,1.97805891237464e-07,1.34189335196506e-05
"8","HMI56_000126-T1",19.3579623641213,-0.616742482511956,0.744663926408668,16.706613615674,0.000235616091640729,0.00497729584002715
"9","HMI56_000127-T1",138.909541334771,-0.741373769148327,0.349698748725759,65.112584806103,7.26075626292984e-15,3.42915145789229e-12
"10","HMI56_000202-T1",197.594932399855,0.0443290744844815,0.272566659534134,19.5351680825601,5.72785676760511e-05,0.00156498301435558
"11","HMI56_000211-T1",15.7918921964513,-1.06646901750814,0.7976607497224,15.987196116819,0.00033761712918934,0.00668360616227519
"12","HMI56_000238-T1",50.809774005828,-0.468571508807956,0.485559139621868,33.8378852670418,4.48948551443945e-08,3.6200583196919e-06
"13","HMI56_000254-T1",102.56475196804,-0.144766158206764,0.334339452433863,36.9466852433224,9.48700735123706e-09,1.01174342913515e-06
"14","HMI56_000268-T1",792.235888240906,-0.222787601509663,0.224976485180224,63.6496906652795,1.50884728107074e-14,6.23531138902481e-12
"15","HMI56_000276-T1",1527.26914560819,-0.0556615067697071,0.162216612219432,16.642917173299,0.000243240817546306,0.00510574058925769
"16","HMI56_000291-T1",2839.03050782262,-0.00474793019649935,0.145492177397803,17.000706412546,0.000203396515396674,0.00442387420987765
"17","HMI56_000300-T1",112.248164129667,0.161076005754445,0.314468823266673,17.7831804628876,0.000137540762335277,0.00316870913087405
"18","HMI56_000324-T1",2170.78408888329,-0.00662187641406351,0.15205279253035,18.6868073613705,8.75409669298343e-05,0.00215977937813457
"19","HMI56_000329-T1",244.104690270174,0.0312421226633293,0.22051614746911,16.0443858569504,0.000328099734082281,0.00651470102628241
"20","HMI56_000347-T1",217.511920704673,-0.177135542664926,0.232839162795922,15.9783137700995,0.000339119879907502,0.00669331536104001
"21","HMI56_000348-T1",236.101489344054,-0.228241725546337,0.256612149025278,15.803020632933,0.000370184023015639,0.00716840037076268
"22","HMI56_000362-T1",606.289030857104,0.0704584342748341,0.183691479923652,15.1469139408328,0.000513912792954423,0.00943886496392956
"23","HMI56_000366-T1",213.683908054752,0.189915993505131,0.239179380397688,15.8688742268558,0.000358193536306992,0.00700702858598175
"24","HMI56_000384-T1",940.487458791919,-0.29061202711305,0.173918251090615,27.691411579295,9.70256090326758e-07,4.8972009688859e-05
"25","HMI56_000402-T1",250.743386409491,-0.43302437671644,0.308650919083467,29.9175346157328,3.18779145475996e-07,1.9161524635339e-05
"26","HMI56_000410-T1",780.540979660783,0.0351445184836411,0.178304734865949,17.2265869952033,0.000181674579215736,0.00400410772591482
"27","HMI56_000472-T1",583.449866812644,0.0429018622611224,0.231399497489674,42.25416398753,6.6776687437156e-10,8.65740112420541e-08
"28","HMI56_000473-T1",1231.67017960414,-0.131051188161359,0.210718991671839,35.0507519080817,2.44808182640749e-08,2.10301737720682e-06
"29","HMI56_000475-T1",35.6858205758298,-2.04644854030754,0.773728962082877,38.2329544164488,4.98677111271482e-09,5.78465449074919e-07
"30","HMI56_000488-T1",1388.69284543595,0.0369604714628495,0.152591671555795,45.6253763058518,1.23758608541696e-10,1.9958339504334e-08
